CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,DEPARTAMENTO_ORIGEN,ESTABLECIMIENTO_ORIG,DIRECCION_ORIG,TELEFONO_ORIG,TELEFONO_VALIDO,ZONA,DIRECCION_STD,DIR_AVENIDA,DIR_CALLE,DIR_KM,DIR_NUMERO,__KEY_MERGE_CAP__,DUP_CAPITAL_MERGE,DUP_CAPITAL_CODIGOS_DISTINTOS
15 - 06 - 0017 - 46,15 - 018,BAJA VERAPAZ,SANTA CRUZ EL CHOL,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,BARRIO EL CENTRO,56328963,CESAR LEONEL GRAMAJO JIMENEZ,JULIO CÉSAR TOBAR MAGAÑA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,BARRIO EL CENTRO,56328963,True,,BARRIO EL CENTRO,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|BARRIO EL CENTRO|SANTA CRUZ EL CHOL|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|56328963,False,False
15 - 06 - 1265 - 46,15 - 018,BAJA VERAPAZ,SANTA CRUZ EL CHOL,COLEGIO PARTICULAR MIXTO VALLE DEL URRAM,SANTA CRUZ EL CHOL,45390786,CESAR LEONEL GRAMAJO JIMENEZ,JONATHAN DANILO REYES GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,COLEGIO PARTICULAR MIXTO VALLE DEL URRAM,SANTA CRUZ EL CHOL,45390786,True,,SANTA CRUZ EL CHOL,,,,,COLEGIO PARTICULAR MIXTO VALLE DEL URRAM|SANTA CRUZ EL CHOL|SANTA CRUZ EL CHOL|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|45390786,False,False
15 - 07 - 0033 - 46,15 - 035,BAJA VERAPAZ,SAN JERONIMO,COLEGIO PARTICULAR MIXTO SAN JERONIMO,BARRIO ABAJO,45944665,MAYRA JUDITH PEREZ,ALDO WILFREDO ALVAREZ RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,BajaVerapaz,COLEGIO PARTICULAR MIXTO SAN JERONIMO,BARRIO ABAJO,45944665,True,,BARRIO ABAJO,,,,,COLEGIO PARTICULAR MIXTO SAN JERONIMO|BARRIO ABAJO|SAN JERONIMO|BAJA VERAPAZ|DOBLE|FIN DE SEMANA|45944665,False,False
15 - 07 - 0036 - 46,15 - 035,BAJA VERAPAZ,SAN JERONIMO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO ARRIBA,38076396,MAYRA JUDITH PEREZ,WALESKA JUDITH PICÓN SIANA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO ARRIBA,38076396,True,,BARRIO ARRIBA,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|BARRIO ARRIBA|SAN JERONIMO|BAJA VERAPAZ|MATUTINA|DIARIO (REGULAR)|38076396,False,False
15 - 07 - 0043 - 46,15 - 035,BAJA VERAPAZ,SAN JERONIMO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CASERÍO PLANES Y BODEGAS, ALDEA EL JÍCARO",35989221,MAYRA JUDITH PEREZ,JOSÉ DINAEL REYES RAYMUNDO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CASERÍO PLANES Y BODEGAS, ALDEA EL JÍCARO",35989221,True,,"CASERIO PLANES Y BODEGAS, ALDEA EL JICARO",,,,,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CASERIO PLANES Y BODEGAS, ALDEA EL JICARO|SAN JERONIMO|BAJA VERAPAZ|MATUTINA|DIARIO (REGULAR)|35989221",False,False
15 - 07 - 0045 - 46,15 - 035,BAJA VERAPAZ,SAN JERONIMO,INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP,KILÓMETRO 144 RN - 17 ALDEA SIBABAJ,77935300,MAYRA JUDITH PEREZ,JORGE ARMANDO ROMÁN IXTECOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,KILÓMETRO 144 RN - 17 ALDEA SIBABAJ,77935300,True,,KILOMETRO 144 RN - 17 ALDEA SIBABAJ,,,,,INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP|KILOMETRO 144 RN - 17 ALDEA SIBABAJ|SAN JERONIMO|BAJA VERAPAZ|DOBLE|DIARIO (REGULAR)|77935300,False,False
15 - 07 - 0046 - 46,15 - 024,BAJA VERAPAZ,SAN JERONIMO,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX -,"BARRIO ABAJO, CALLE LA ASUNCIÓN",54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,BajaVerapaz,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX -,"BARRIO ABAJO, CALLE LA ASUNCIÓN",54887718,True,,"BARRIO ABAJO, CALLE LA ASUNCION",,,,,"CENTRO DE EDUCACION EXTRAESCOLAR - CEEX - |BARRIO ABAJO, CALLE LA ASUNCION|SAN JERONIMO|BAJA VERAPAZ|DOBLE|SEMIPRESENCIAL|54887718",False,False
15 - 07 - 0048 - 46,15 - 035,BAJA VERAPAZ,SAN JERONIMO,COLEGIO PARTICULAR MIXTO SAN JERONIMO,BARRIO ABAJO,45944665,MAYRA JUDITH PEREZ,ALDO WILFREDO ALVAREZ RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),BAJA VERAPAZ,BajaVerapaz,COLEGIO PARTICULAR MIXTO SAN JERÓNIMO,BARRIO ABAJO,45944665,True,,BARRIO ABAJO,,,,,COLEGIO PARTICULAR MIXTO SAN JERONIMO|BARRIO ABAJO|SAN JERONIMO|BAJA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|45944665,False,False
15 - 08 - 0131 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,35930539,PEDRO ARMANDO CASTRO CHOCO,SEIDI YANET RODRÍGUEZ PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,35930539,True,,BARRIO EL CEMENTERIO,,,,,INSTITUTO MIXTO PARTICULAR VERAPAZ|BARRIO EL CEMENTERIO|PURULHA|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|35930539,False,False
15 - 08 - 0173 - 46,15 - 021,BAJA VERAPAZ,PURULHA,COLEGIO PARTICULAR MIXTO PURULHA PROFESORA MARIA ZOE LOPEZ,BARRIO EL CARPINTERO,54269657,PEDRO ARMANDO CASTRO CHOCO,JOSÉ ALFREDO CRUZ SÚN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,BajaVerapaz,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,BARRIO EL CARPINTERO,54269657,True,,BARRIO EL CARPINTERO,,,,,COLEGIO PARTICULAR MIXTO PURULHA PROFESORA MARIA ZOE LOPEZ|BARRIO EL CARPINTERO|PURULHA|BAJA VERAPAZ|DOBLE|FIN DE SEMANA|54269657,False,False
15 - 08 - 0200 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN ANTONIO,59616498,PEDRO ARMANDO CASTRO CHOCO,LILIAN MARÍA GRAMAJO GARRIDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,BARRIO SAN ANTONIO,59616498,True,,BARRIO SAN ANTONIO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|BARRIO SAN ANTONIO|PURULHA|BAJA VERAPAZ|MATUTINA|DIARIO (REGULAR)|59616498,False,False
15 - 08 - 0205 - 46,15 - 021,BAJA VERAPAZ,PURULHA,LICEO INTEGRAL PURULENSE VICTORIA,BARRIO LA CRUZ,57778541,PEDRO ARMANDO CASTRO CHOCO,MARCO ANTONIO XOY ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,LICEO INTEGRAL PURULENSE VICTORIA,BARRIO LA CRUZ,57778541,True,,BARRIO LA CRUZ,,,,,LICEO INTEGRAL PURULENSE VICTORIA|BARRIO LA CRUZ|PURULHA|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|57778541,False,False
15 - 08 - 0206 - 46,15 - 021,BAJA VERAPAZ,PURULHA,LICEO INTEGRAL PURULENSE VICTORIA,BARRIO LA CRUZ,57778541,PEDRO ARMANDO CASTRO CHOCO,MARCO ANTONIO XOY ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,BajaVerapaz,LICEO INTEGRAL PURULENSE VICTORIA,BARRIO LA CRUZ,57778541,True,,BARRIO LA CRUZ,,,,,LICEO INTEGRAL PURULENSE VICTORIA|BARRIO LA CRUZ|PURULHA|BAJA VERAPAZ|DOBLE|FIN DE SEMANA|57778541,False,False
15 - 08 - 0207 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN MARCOS SACSAMANÍ,31357953,PEDRO ARMANDO CASTRO CHOCO,SERGIO ABRAHÁM XOY XONÁ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SAN MARCOS SACSAMANÍ,31357953,True,,ALDEA SAN MARCOS SACSAMANI,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA SAN MARCOS SACSAMANI|PURULHA|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|31357953,False,False
15 - 08 - 0214 - 46,15 - 024,BAJA VERAPAZ,PURULHA,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX -,BARRIO EL CENTRO,54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,BajaVerapaz,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX -,BARRIO EL CENTRO,54887718,True,,BARRIO EL CENTRO,,,,,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX - |BARRIO EL CENTRO|PURULHA|BAJA VERAPAZ|DOBLE|SEMIPRESENCIAL|54887718,False,False
15 - 08 - 0219 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERÍO NUEVO PROGRESO PANCHISIVIC,48942663,PEDRO ARMANDO CASTRO CHOCO,MAGNOLIA ANDREINA CAP FORTÍN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO NUEVO PROGRESO PANCHISIVIC,48942663,True,,CASERIO NUEVO PROGRESO PANCHISIVIC,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CASERIO NUEVO PROGRESO PANCHISIVIC|PURULHA|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|48942663,False,False
15 - 08 - 0220 - 46,15 - 021,BAJA VERAPAZ,PURULHA,COLEGIO PARTICULAR MIXTO PURULHA PROFESORA MARIA ZOE LOPEZ,BARRIO EL CARPINTERO,54269657,PEDRO ARMANDO CASTRO CHOCO,JOSÉ ALFREDO CRUZ SÚN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),BAJA VERAPAZ,BajaVerapaz,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,BARRIO EL CARPINTERO,54269657,True,,BARRIO EL CARPINTERO,,,,,COLEGIO PARTICULAR MIXTO PURULHA PROFESORA MARIA ZOE LOPEZ|BARRIO EL CARPINTERO|PURULHA|BAJA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|54269657,False,False
15 - 08 - 0225 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,36383815,PEDRO ARMANDO CASTRO CHOCO,SEIDI YANET RODRÍGUEZ PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),BAJA VERAPAZ,BajaVerapaz,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,36383815,True,,BARRIO EL CEMENTERIO,,,,,INSTITUTO MIXTO PARTICULAR VERAPAZ|BARRIO EL CEMENTERIO|PURULHA|BAJA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|36383815,False,False
15 - 08 - 0247 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL IMEBI,ALDEA LA PINADA,30374166,PEDRO ARMANDO CASTRO CHOCO,CARLOS EFRAÍN JUC AYÚ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),BAJA VERAPAZ,BajaVerapaz,INSTITUTO MIXTO DE EDUCACIÓN BILINGÜE INTERCULTURAL IMEBI,ALDEA LA PINADA,30374166,True,,ALDEA LA PINADA,,,,,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL IMEBI|ALDEA LA PINADA|PURULHA|BAJA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|30374166,False,False
15 - 08 - 2158 - 46,15 - 021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,35930539,PEDRO ARMANDO CASTRO CHOCO,SEIDI YANET RODRÍGUEZ PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,BajaVerapaz,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,35930539,True,,BARRIO EL CEMENTERIO,,,,,INSTITUTO MIXTO PARTICULAR VERAPAZ|BARRIO EL CEMENTERIO|PURULHA|BAJA VERAPAZ|DOBLE|FIN DE SEMANA|35930539,False,False
04 - 01 - 0044 - 46,04 - 028,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NORMAL RURAL NO. 1 PEDRO MOLINA,FINCA LA ALAMEDA,42182840,ISMAEL CRISTAL AJCET,EDGAR LEONEL OTZOY CUTZAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"ESCUELA NORMAL RURAL NO. 1 ""PEDRO MOLINA""",FINCA LA ALAMEDA,42182840,True,,FINCA LA ALAMEDA,,,,,ESCUELA NORMAL RURAL NO. 1 PEDRO MOLINA|FINCA LA ALAMEDA|CHIMALTENANGO|CHIMALTENANGO|DOBLE|DIARIO (REGULAR)|42182840,False,False
04 - 01 - 0051 - 46,04 - 001,CHIMALTENANGO,CHIMALTENANGO,COLEGIO MIXTO SANTA ANA,2A. CALLE 5 - 52 ZONA 4,78391533,ABIMAEL ACUTA ABAJ,MAURO AROLDO FIGUEROA ZAMORA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"COLEGIO MIXTO ""SANTA ANA""",2A. CALLE 5 - 52 ZONA 4,78391533,True,4,"CALLE 5, 2A. - 52",,5,,,"COLEGIO MIXTO SANTA ANA|CALLE 5, 2A. - 52|CHIMALTENANGO|CHIMALTENANGO|VESPERTINA|DIARIO (REGULAR)|78391533",False,False
04 - 01 - 0053 - 46,04 - 027,CHIMALTENANGO,CHIMALTENANGO,COLEGIO JOSE SIMEON CANAS Y VILLACORTA,4A. AVENIDA 2 - 95 ZONA 3,78393574,ISMAEL CRISTAL AJCET,IRMA ARACELI MENDOZA ALCÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"COLEGIO ""JOSÉ SIMEÓN CAÑAS Y VILLACORTA""",4A. AVENIDA 2 - 95 ZONA 3,78393574,True,3,"AVENIDA 2, 4A. - 95",2,,,,"COLEGIO JOSE SIMEON CANAS Y VILLACORTA|AVENIDA 2, 4A. - 95|CHIMALTENANGO|CHIMALTENANGO|VESPERTINA|DIARIO (REGULAR)|78393574",False,False
04 - 01 - 0055 - 46,04 - 020,CHIMALTENANGO,CHIMALTENANGO,INSTITUTO EVANGELICO AMERICA LATINA,6A. AVENIDA 3 - 48 ZONA 5,77282600,MARILENA HERNÁNDEZ CABRERA,AXEL EDUARDO ESTRADA CHÁVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,INSTITUTO EVANGÉLICO AMÉRICA LATINA,6A. AVENIDA 3 - 48 ZONA 5,77282600,True,5,"AVENIDA 3, 6A. - 48",3,,,,"INSTITUTO EVANGELICO AMERICA LATINA|AVENIDA 3, 6A. - 48|CHIMALTENANGO|CHIMALTENANGO|MATUTINA|DIARIO (REGULAR)|77282600",False,False
04 - 01 - 0058 - 46,04 - 001,CHIMALTENANGO,CHIMALTENANGO,TECNOLOGICO PREUNIVERSITARIO,3 CALLE 7 - 54 ZONA 3,78394519,ABIMAEL ACUTA ABAJ,GERSON ARELY PUZ SAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,TECNOLOGICO PREUNIVERSITARIO,3 CALLE 7 - 54 ZONA 3,78394519,True,3,"CALLE 7, 3 - 54",,7,,,"TECNOLOGICO PREUNIVERSITARIO|CALLE 7, 3 - 54|CHIMALTENANGO|CHIMALTENANGO|DOBLE|DIARIO (REGULAR)|78394519",False,False
04 - 01 - 0059 - 46,04 - 028,CHIMALTENANGO,CHIMALTENANGO,INSTITUTO TECNICO INDUSTRIAL,"9A. CALLE DE LOS CLAVELES 3 - 76 ZONA 1, QUINTAS LOS APOSENTOS",78396913,ISMAEL CRISTAL AJCET,ASUNCIÓN BOLIVIA MATZER CUXIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,INSTITUTO TECNICO INDUSTRIAL,"9A. CALLE DE LOS CLAVELES 3 - 76 ZONA 1, QUINTAS LOS APOSENTOS",78396913,True,1,"9A. CALLE DE LOS CLAVELES 3 - 76 , QUINTAS LOS APOSENTOS",,,,,"INSTITUTO TECNICO INDUSTRIAL|9A. CALLE DE LOS CLAVELES 3 - 76 , QUINTAS LOS APOSENTOS|CHIMALTENANGO|CHIMALTENANGO|DOBLE|DIARIO (REGULAR)|78396913",False,False
04 - 01 - 0062 - 46,04 - 001,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NACIONAL DE CIENCIAS COMERCIALES LEONIDAS MENCOS AVILA,1A. CALLE 9 - 30 ZONA 3,78396809,ABIMAEL ACUTA ABAJ,MARCO ANTONIO MONTERROSO MONZÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""LEONIDAS MENCOS AVILA""",1A. CALLE 9 - 30 ZONA 3,78396809,True,3,"CALLE 9, 1A. - 30",,9,,,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES LEONIDAS MENCOS AVILA|CALLE 9, 1A. - 30|CHIMALTENANGO|CHIMALTENANGO|VESPERTINA|DIARIO (REGULAR)|78396809",False,False
04 - 01 - 0063 - 46,04 - 001,CHIMALTENANGO,CHIMALTENANGO,ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA PROF. MIGUEL ANGEL FRANCISCO JUAREZ PEREZ,1A CALLE 9 - 30 ZONA 3,78396762,ABIMAEL ACUTA ABAJ,GILDARDO LEONEL LANCERIO CABRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA ""PROF. MIGUEL ANGEL FRANCISCO JUÁREZ PÉREZ""",1A CALLE 9 - 30 ZONA 3,78396762,True,3,"CALLE 9, 1A - 30",,9,,,"ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA PROF. MIGUEL ANGEL FRANCISCO JUAREZ PEREZ|CALLE 9, 1A - 30|CHIMALTENANGO|CHIMALTENANGO|INTERMEDIA|DIARIO (REGULAR)|78396762",False,False
04 - 01 - 0069 - 46,04 - 027,CHIMALTENANGO,CHIMALTENANGO,COLEGIO JOSE SIMEON CANAS Y VILLACORTA,4A. AVENIDA 2 - 95 ZONA 3,78393574,ISMAEL CRISTAL AJCET,IRMA ARACELI MENDOZA ALCÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"COLEGIO ""JOSÉ SIMEÓN CAÑAS Y VILLACORTA""",4A. AVENIDA 2 - 95 ZONA 3,78393574,True,3,"AVENIDA 2, 4A. - 95",2,,,,"COLEGIO JOSE SIMEON CANAS Y VILLACORTA|AVENIDA 2, 4A. - 95|CHIMALTENANGO|CHIMALTENANGO|MATUTINA|DIARIO (REGULAR)|78393574",False,False
04 - 01 - 0070 - 46,04 - 027,CHIMALTENANGO,CHIMALTENANGO,COLEGIO JOSE SIMEON CANAS Y VILLACORTA,4A. AVENIDA 2 - 95 ZONA 3,78933574,ISMAEL CRISTAL AJCET,IRMA ARACELI MENDOZA ALCÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"COLEGIO ""JOSÉ SIMEÓN CAÑAS Y VILLACORTA""",4A. AVENIDA 2 - 95 ZONA 3,78933574,True,3,"AVENIDA 2, 4A. - 95",2,,,,"COLEGIO JOSE SIMEON CANAS Y VILLACORTA|AVENIDA 2, 4A. - 95|CHIMALTENANGO|CHIMALTENANGO|DOBLE|DIARIO (REGULAR)|78933574",False,False
04 - 01 - 0073 - 46,04 - 003,CHIMALTENANGO,CHIMALTENANGO,LICEO CRISTIANO NATANAEL,"6A. AVENIDA ""A"" 2A - 37, ZONA 2 COLONIA SANTA TERESITA",57998064,EDNA NOHELIA PÉREZ TOJ DE LÓPEZ,FLAVIO AUGUSTO CHOC CHOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"LICEO CRISTIANO ""NATANAEL""","6A. AVENIDA ""A"" 2A - 37, ZONA 2 COLONIA SANTA TERESITA",57998064,True,2,"COLONIA SANTA TERESITA, 6A. AVENIDA A 2A - 37",,,,,"LICEO CRISTIANO NATANAEL|COLONIA SANTA TERESITA, 6A. AVENIDA A 2A - 37|CHIMALTENANGO|CHIMALTENANGO|MATUTINA|DIARIO (REGULAR)|57998064",False,False
04 - 01 - 0093 - 46,04 - 028,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NORMAL DE EDUCACION FISICA,"INTERIOR DE LA ESCUELA NORMAL RURAL ""PEDRO MOLINA"", LA ALAMEDA",78404977,ISMAEL CRISTAL AJCET,JUAN CARLOS VASQUEZ SANTOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,ESCUELA NORMAL DE EDUCACION FISICA,"INTERIOR DE LA ESCUELA NORMAL RURAL ""PEDRO MOLINA"", LA ALAMEDA",78404977,True,,"INTERIOR DE LA ESCUELA NORMAL RURAL PEDRO MOLINA, LA ALAMEDA",,,,,"ESCUELA NORMAL DE EDUCACION FISICA|INTERIOR DE LA ESCUELA NORMAL RURAL PEDRO MOLINA, LA ALAMEDA|CHIMALTENANGO|CHIMALTENANGO|DOBLE|DIARIO (REGULAR)|78404977",False,False
04 - 01 - 0095 - 46,04 - 028,CHIMALTENANGO,CHIMALTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DR. PEDRO MOLINA,6A. AVENIDA 14 - 376 LA ALAMEDA ZONA 1,79370426,ISMAEL CRISTAL AJCET,NANCY JULISSA HERRERA MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),CHIMALTENANGO,Chimaltenango,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DR. PEDRO MOLINA""",6A. AVENIDA 14 - 376 LA ALAMEDA ZONA 1,79370426,True,1,"AVENIDA 14, 6A. - 376 LA ALAMEDA",14,,,,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DR. PEDRO MOLINA|AVENIDA 14, 6A. - 376 LA ALAMEDA|CHIMALTENANGO|CHIMALTENANGO|MATUTINA|DIARIO (REGULAR)|79370426",False,False
